,suburb,rooms,type,price,method,sellerg,distance,bedroom2,bathroom,car,landsize,yearbuilt,councilarea,regionname,year,month,day,season
10698,Hawthorn,1,u,455000.0,S,Jellis,5.3,1.0,1.0,1.0,0.0,1960.0,Boroondara,Southern Metropolitan,2017,8,7,Summer
10699,Hawthorn East,2,u,615888.0,SP,Marshall,6.2,2.0,1.0,1.0,915.0,1970.0,Boroondara,Southern Metropolitan,2017,8,7,Summer
10700,Heidelberg,4,h,1430000.0,VB,Miles,8.9,4.0,2.0,3.0,680.0,,Banyule,Eastern Metropolitan,2017,8,7,Summer
10701,Heidelberg,2,u,534000.0,S,Miles,8.9,2.0,1.0,1.0,2033.0,,Banyule,Eastern Metropolitan,2017,8,7,Summer
10702,Heidelberg West,3,h,575500.0,S,Miles,8.8,3.0,1.0,1.0,436.0,,Banyule,Eastern Metropolitan,2017,8,7,Summer
10703,Heidelberg West,3,h,600000.0,VB,Haughton,8.8,3.0,1.0,2.0,481.0,,Banyule,Eastern Metropolitan,2017,8,7,Summer
10704,Heidelberg West,2,u,445000.0,VB,Miles,8.8,2.0,1.0,1.0,94.0,,Banyule,Eastern Metropolitan,2017,8,7,Summer
10705,Highett,3,h,1430000.0,SP,Buxton,16.0,3.0,1.0,0.0,703.0,,Bayside,Southern Metropolitan,2017,8,7,Summer
10706,Highett,4,h,1820000.0,S,hockingstuart,16.0,4.0,2.0,2.0,680.0,2006.0,Bayside,Southern Metropolitan,2017,8,7,Summer
10707,Hillside,4,h,660000.0,S,Barry,18.0,4.0,2.0,2.0,724.0,,Melton,Western Metropolitan,2017,8,7,Summer
10708,Hughesdale,5,h,1475000.0,S,Woodards,12.3,5.0,2.0,3.0,548.0,1920.0,Monash,Southern Metropolitan,2017,8,7,Summer
10709,Ivanhoe,5,h,2100000.0,PI,Upper,7.8,5.0,3.0,2.0,740.0,1960.0,Banyule,Eastern Metropolitan,2017,8,7,Summer
10710,Ivanhoe,3,h,1510000.0,S,Nelson,7.8,3.0,1.0,2.0,670.0,,Banyule,Eastern Metropolitan,2017,8,7,Summer
10711,Ivanhoe,3,u,880000.0,VB,Barry,7.8,3.0,2.0,1.0,252.0,,Banyule,Eastern Metropolitan,2017,8,7,Summer
10712,Ivanhoe,2,h,1320000.0,S,Miles,7.8,2.0,1.0,0.0,620.0,1920.0,Banyule,Eastern Metropolitan,2017,8,7,Summer
10713,Jacana,2,h,575500.0,S,RW,14.0,2.0,1.0,1.0,662.0,1960.0,Hume,Northern Metropolitan,2017,8,7,Summer
10714,Keilor,3,h,775000.0,S,Daniel,14.5,3.0,2.0,2.0,547.0,,Brimbank,Western Metropolitan,2017,8,7,Summer
10715,Keilor,4,h,635000.0,S,Nelson,14.5,4.0,2.0,2.0,531.0,1975.0,Brimbank,Western Metropolitan,2017,8,7,Summer
10716,Keilor Downs,3,h,675000.0,S,Ray,15.5,3.0,2.0,4.0,708.0,,Brimbank,Western Metropolitan,2017,8,7,Summer
10717,Keilor Downs,3,h,620000.0,S,Barry,15.5,3.0,1.0,4.0,650.0,1985.0,Brimbank,Western Metropolitan,2017,8,7,Summer
10718,Keilor East,5,h,1005000.0,SA,Nelson,11.7,5.0,3.0,2.0,596.0,1970.0,Moonee Valley,Western Metropolitan,2017,8,7,Summer
10719,Keilor East,4,t,710000.0,S,Barry,11.7,4.0,2.0,1.0,330.0,,Moonee Valley,Western Metropolitan,2017,8,7,Summer
10720,Keilor Park,3,h,700000.0,S,Nelson,10.4,3.0,1.0,1.0,590.0,1970.0,Brimbank,Western Metropolitan,2017,8,7,Summer
10721,Keilor Park,3,h,635000.0,PI,Nelson,10.4,3.0,2.0,2.0,174.0,2002.0,Brimbank,Western Metropolitan,2017,8,7,Summer
10722,Kensington,2,u,438000.0,S,Pagan,3.4,2.0,1.0,1.0,4267.0,,Melbourne,Northern Metropolitan,2017,8,7,Summer
10723,Kensington,2,u,710000.0,VB,Alexkarbon,3.4,2.0,2.0,1.0,2135.0,,Melbourne,Northern Metropolitan,2017,8,7,Summer
10724,Kensington,1,u,390000.0,SP,Edward,3.4,1.0,1.0,1.0,0.0,2000.0,Melbourne,Northern Metropolitan,2017,8,7,Summer
10725,Kew,3,t,1205000.0,S,Xynergy,5.4,3.0,2.0,2.0,257.0,,Boroondara,Southern Metropolitan,2017,8,7,Summer
10726,Kew,3,h,1410000.0,PI,Noel,5.4,3.0,1.0,1.0,404.0,1930.0,Boroondara,Southern Metropolitan,2017,8,7,Summer
10727,Kew,1,u,520000.0,S,Nelson,5.4,1.0,1.0,1.0,0.0,,Boroondara,Southern Metropolitan,2017,8,7,Summer
10728,Kilsyth,3,h,811000.0,SA,Barry,26.0,3.0,1.0,3.0,992.0,1957.0,Maroondah,Eastern Metropolitan,2017,8,7,Summer
10729,Lalor,3,h,710500.0,S,Barry,16.3,3.0,2.0,1.0,655.0,1975.0,Whittlesea,Northern Metropolitan,2017,8,7,Summer
10730,Lalor,3,h,752000.0,S,hockingstuart,16.3,3.0,1.0,2.0,604.0,1950.0,Whittlesea,Northern Metropolitan,2017,8,7,Summer
10731,Lalor,3,h,622000.0,S,Ray,16.3,3.0,1.0,2.0,575.0,1970.0,Whittlesea,Northern Metropolitan,2017,8,7,Summer
10732,Maidstone,3,t,650000.0,PI,Jas,6.4,3.0,2.0,2.0,159.0,2016.0,Maribyrnong,Western Metropolitan,2017,8,7,Summer
10733,Maidstone,2,u,435000.0,S,Biggin,6.4,2.0,2.0,1.0,0.0,2017.0,Maribyrnong,Western Metropolitan,2017,8,7,Summer
10734,Maidstone,3,h,876000.0,S,Biggin,6.4,3.0,1.0,2.0,420.0,,Maribyrnong,Western Metropolitan,2017,8,7,Summer
10735,Malvern,1,u,338000.0,SP,hockingstuart,5.9,1.0,1.0,1.0,0.0,1970.0,Stonnington,Southern Metropolitan,2017,8,7,Summer
10736,Maribyrnong,4,h,1340000.0,S,hockingstuart,4.3,4.0,1.0,3.0,697.0,1920.0,Maribyrnong,Western Metropolitan,2017,8,7,Summer
10737,Meadow Heights,3,h,450000.0,SP,Barry,17.4,3.0,1.0,1.0,702.0,1970.0,Hume,Northern Metropolitan,2017,8,7,Summer
10738,Meadow Heights,3,h,440000.0,S,YPA,17.4,3.0,1.0,2.0,570.0,1992.0,Hume,Northern Metropolitan,2017,8,7,Summer
10739,Melbourne,2,u,1075000.0,SP,Melbourne,0.0,2.0,2.0,1.0,0.0,,Melbourne,Northern Metropolitan,2017,8,7,Summer
10740,Melton,4,h,550000.0,PI,Ryder,31.7,4.0,2.0,2.0,1241.0,1970.0,Melton,Western Victoria,2017,8,7,Summer
10741,Melton,3,h,373500.0,S,HAR,31.7,3.0,2.0,2.0,586.0,1980.0,Melton,Western Victoria,2017,8,7,Summer
10742,Melton South,2,h,280500.0,S,Raine,29.8,2.0,1.0,1.0,180.0,1990.0,Melton,Western Victoria,2017,8,7,Summer
10743,Mentone,2,u,640000.0,S,Chisholm,20.0,2.0,1.0,1.0,128.0,1972.0,Kingston,South-Eastern Metropolitan,2017,8,7,Summer
10744,Mentone,4,h,1322000.0,S,O'Brien,20.0,4.0,2.0,2.0,556.0,,Kingston,South-Eastern Metropolitan,2017,8,7,Summer
10745,Mentone,3,t,940000.0,S,hockingstuart,20.0,3.0,1.0,2.0,331.0,1989.0,Kingston,South-Eastern Metropolitan,2017,8,7,Summer
10746,Mill Park,3,h,767500.0,S,Ray,17.9,3.0,2.0,2.0,649.0,,Whittlesea,Northern Metropolitan,2017,8,7,Summer
10747,Mill Park,3,h,705000.0,S,Love,17.9,3.0,2.0,2.0,531.0,,Whittlesea,Northern Metropolitan,2017,8,7,Summer
10748,Mill Park,3,h,705000.0,S,RW,17.9,3.0,2.0,2.0,840.0,1970.0,Whittlesea,Northern Metropolitan,2017,8,7,Summer
10749,Mill Park,4,h,790000.0,S,Ray,17.9,4.0,2.0,2.0,530.0,1990.0,Whittlesea,Northern Metropolitan,2017,8,7,Summer
10750,Mill Park,4,h,676000.0,S,Harcourts,17.9,4.0,2.0,2.0,537.0,,Whittlesea,Northern Metropolitan,2017,8,7,Summer
10751,Mill Park,5,h,704500.0,S,Ray,17.9,5.0,3.0,2.0,656.0,1970.0,Whittlesea,Northern Metropolitan,2017,8,7,Summer
10752,Mill Park,4,h,550000.0,S,Ray,17.9,4.0,2.0,1.0,531.0,1970.0,Whittlesea,Northern Metropolitan,2017,8,7,Summer
10753,Mill Park,5,h,598000.0,S,Ray,17.9,5.0,3.0,1.0,531.0,1990.0,Whittlesea,Northern Metropolitan,2017,8,7,Summer
10754,Mill Park,3,h,592000.0,S,Harcourts,17.9,3.0,1.0,1.0,622.0,1992.0,Whittlesea,Northern Metropolitan,2017,8,7,Summer
10755,Mill Park,3,h,602000.0,S,Ray,17.9,3.0,1.0,1.0,546.0,1977.0,Whittlesea,Northern Metropolitan,2017,8,7,Summer
10756,Mitcham,3,h,1095000.0,S,McGrath,17.2,3.0,1.0,1.0,493.0,,Whitehorse,Eastern Metropolitan,2017,8,7,Summer
10757,Mitcham,2,h,480000.0,S,Ray,17.2,2.0,1.0,1.0,72.0,2006.0,Whitehorse,Eastern Metropolitan,2017,8,7,Summer
10758,Montrose,4,h,735000.0,S,McGrath,28.8,4.0,2.0,2.0,846.0,1980.0,Yarra Ranges,Eastern Victoria,2017,8,7,Summer
10759,Moonee Ponds,1,h,1425500.0,S,hockingstuart,6.2,1.0,1.0,1.0,552.0,,Moonee Valley,Western Metropolitan,2017,8,7,Summer
10760,Moonee Ponds,3,h,1320000.0,S,McDonald,6.2,3.0,1.0,2.0,459.0,,Moonee Valley,Western Metropolitan,2017,8,7,Summer
10761,Moonee Ponds,4,h,1270000.0,S,Jellis,6.2,4.0,1.0,3.0,478.0,1925.0,Moonee Valley,Western Metropolitan,2017,8,7,Summer
10762,Mooroolbark,3,h,650000.0,PI,iTRAK,26.5,3.0,2.0,2.0,1103.0,1976.0,Yarra Ranges,Eastern Victoria,2017,8,7,Summer
10763,Mordialloc,4,h,1400000.0,PI,Ray,21.5,4.0,2.0,2.0,530.0,2007.0,Kingston,South-Eastern Metropolitan,2017,8,7,Summer
10764,Mordialloc,3,t,1627000.0,S,hockingstuart,21.5,3.0,2.0,2.0,304.0,2007.0,Kingston,South-Eastern Metropolitan,2017,8,7,Summer
10765,Mount Waverley,3,h,1150000.0,SP,Buxton,14.2,3.0,2.0,3.0,650.0,,Monash,Eastern Metropolitan,2017,8,7,Summer
10766,Mount Waverley,3,t,1375000.0,S,McGrath,14.2,3.0,2.0,2.0,366.0,,Monash,Eastern Metropolitan,2017,8,7,Summer
10767,Mount Waverley,3,h,850000.0,VB,Jellis,14.2,3.0,1.0,2.0,288.0,,Monash,Eastern Metropolitan,2017,8,7,Summer
10768,Mount Waverley,3,h,1850000.0,PI,Jellis,14.2,3.0,1.0,1.0,717.0,1960.0,Monash,Eastern Metropolitan,2017,8,7,Summer
10769,Mulgrave,5,h,1016000.0,SP,Ray,18.8,5.0,2.0,2.0,873.0,,Monash,South-Eastern Metropolitan,2017,8,7,Summer
10770,Mulgrave,4,h,992000.0,S,Harcourts,18.8,4.0,2.0,1.0,790.0,,Monash,South-Eastern Metropolitan,2017,8,7,Summer
10771,Murrumbeena,4,h,1820000.0,S,Buxton,10.1,4.0,2.0,1.0,632.0,1915.0,Glen Eira,Southern Metropolitan,2017,8,7,Summer
10772,Murrumbeena,3,h,1620000.0,S,Buxton,10.1,3.0,2.0,1.0,669.0,,Glen Eira,Southern Metropolitan,2017,8,7,Summer
10773,Newport,3,h,1000000.0,S,Gunn&Co,6.2,3.0,1.0,2.0,366.0,,Hobsons Bay,Western Metropolitan,2017,8,7,Summer
10774,Noble Park,3,h,650000.0,SP,REMAX,22.7,3.0,1.0,1.0,637.0,,Greater Dandenong,South-Eastern Metropolitan,2017,8,7,Summer
10775,North Melbourne,2,u,785000.0,S,Nelson,1.8,2.0,2.0,1.0,0.0,2008.0,Melbourne,Northern Metropolitan,2017,8,7,Summer
10776,North Melbourne,2,u,620000.0,VB,Jellis,1.8,2.0,1.0,1.0,0.0,,Melbourne,Northern Metropolitan,2017,8,7,Summer
10777,Nunawading,3,h,1040000.0,VB,Fletchers,15.4,3.0,1.0,1.0,728.0,,Whitehorse,Eastern Metropolitan,2017,8,7,Summer
10778,Nunawading,2,u,676000.0,S,Fletchers,15.4,2.0,1.0,1.0,149.0,1970.0,Whitehorse,Eastern Metropolitan,2017,8,7,Summer
10779,Nunawading,3,h,1002000.0,S,Fletchers,15.4,3.0,1.0,2.0,598.0,1960.0,Whitehorse,Eastern Metropolitan,2017,8,7,Summer
10780,Nunawading,4,t,1175000.0,S,Noel,15.4,4.0,3.0,2.0,289.0,2011.0,Whitehorse,Eastern Metropolitan,2017,8,7,Summer
10781,Oakleigh,3,h,1365000.0,S,Ray,12.3,3.0,2.0,2.0,655.0,1960.0,Monash,Southern Metropolitan,2017,8,7,Summer
10782,Oakleigh East,3,h,875000.0,S,Buxton,12.3,3.0,2.0,2.0,295.0,2006.0,Monash,Southern Metropolitan,2017,8,7,Summer
10783,Oakleigh South,3,h,880000.0,S,Buxton,15.5,3.0,2.0,2.0,504.0,,Kingston,South-Eastern Metropolitan,2017,8,7,Summer
10784,Oakleigh South,3,h,1150000.0,S,Woodards,15.5,3.0,1.0,2.0,509.0,,Monash,South-Eastern Metropolitan,2017,8,7,Summer
10785,Oakleigh South,4,u,774000.0,S,HAR,15.5,4.0,2.0,2.0,0.0,2000.0,Monash,South-Eastern Metropolitan,2017,8,7,Summer
10786,Oakleigh South,3,h,1122000.0,S,Buxton,15.5,3.0,1.0,2.0,732.0,,Monash,South-Eastern Metropolitan,2017,8,7,Summer
10787,Ormond,1,u,327000.0,S,Buxton,11.4,1.0,1.0,1.0,0.0,1960.0,Glen Eira,Southern Metropolitan,2017,8,7,Summer
10788,Ormond,4,h,1900000.0,S,Buxton,11.4,4.0,2.0,2.0,700.0,1920.0,Glen Eira,Southern Metropolitan,2017,8,7,Summer
10789,Parkdale,4,h,2185000.0,S,Ray,21.5,4.0,2.0,3.0,220.0,2010.0,Kingston,South-Eastern Metropolitan,2017,8,7,Summer
10790,Parkville,2,t,800000.0,PI,LITTLE,1.8,2.0,1.0,1.0,145.0,,Melbourne,Northern Metropolitan,2017,8,7,Summer
10791,Pascoe Vale,3,h,1210000.0,S,Nelson,8.5,3.0,2.0,1.0,330.0,2012.0,Moreland,Northern Metropolitan,2017,8,7,Summer
10792,Port Melbourne,2,u,635000.0,VB,Cayzer,3.5,2.0,2.0,1.0,2166.0,,Port Phillip,Southern Metropolitan,2017,8,7,Summer
10793,Prahran,2,u,1003000.0,S,hockingstuart,4.6,2.0,2.0,1.0,0.0,2003.0,Stonnington,Southern Metropolitan,2017,8,7,Summer
10794,Preston,2,h,820000.0,SP,McGrath,8.4,2.0,1.0,1.0,155.0,,Darebin,Northern Metropolitan,2017,8,7,Summer
10795,Preston,3,h,1150000.0,SP,McGrath,8.4,3.0,0.0,0.0,502.0,,Darebin,Northern Metropolitan,2017,8,7,Summer
10796,Reservoir,3,h,925000.0,S,Ray,12.0,3.0,1.0,2.0,676.0,1940.0,Darebin,Northern Metropolitan,2017,8,7,Summer
10797,Reservoir,3,h,526250.0,SP,Barry,12.0,3.0,1.0,1.0,308.0,,,Northern Metropolitan,2017,8,7,Summer
10798,Reservoir,1,h,351000.0,SP,Harcourts,12.0,1.0,1.0,1.0,168.0,1950.0,Darebin,Northern Metropolitan,2017,8,7,Summer
10799,Reservoir,3,h,760000.0,S,Love,12.0,3.0,1.0,1.0,606.0,,Darebin,Northern Metropolitan,2017,8,7,Summer
10800,Reservoir,3,h,690000.0,S,Nelson,12.0,3.0,1.0,2.0,514.0,1960.0,Darebin,Northern Metropolitan,2017,8,7,Summer
10801,Richmond,2,u,715000.0,S,Biggin,2.4,2.0,1.0,2.0,2427.0,,Yarra,Northern Metropolitan,2017,8,7,Summer
10802,Richmond,2,u,630000.0,SP,Biggin,2.4,2.0,1.0,1.0,0.0,1970.0,Yarra,Northern Metropolitan,2017,8,7,Summer
10803,Richmond,2,h,1200000.0,VB,hockingstuart,2.4,2.0,2.0,1.0,189.0,,Yarra,Northern Metropolitan,2017,8,7,Summer
10804,Ringwood,4,h,1725000.0,S,Hoskins,19.9,4.0,2.0,2.0,1016.0,2002.0,Maroondah,Eastern Metropolitan,2017,8,7,Summer
10805,Ringwood,2,h,633000.0,S,Purplebricks,19.9,2.0,1.0,2.0,123.0,2005.0,Maroondah,Eastern Metropolitan,2017,8,7,Summer
10806,Ringwood East,4,h,1090000.0,S,Philip,21.3,4.0,1.0,2.0,894.0,1950.0,Maroondah,Eastern Metropolitan,2017,8,7,Summer
10807,Rowville,4,h,936000.0,S,HAR,23.5,4.0,2.0,2.0,675.0,1980.0,Knox,South-Eastern Metropolitan,2017,8,7,Summer
10808,Rowville,3,h,860000.0,S,Harcourts,23.5,3.0,2.0,2.0,537.0,2001.0,Knox,South-Eastern Metropolitan,2017,8,7,Summer
10809,Sandringham,4,h,850000.0,PI,McGrath,15.2,4.0,3.0,2.0,709.0,2017.0,Bayside,Southern Metropolitan,2017,8,7,Summer
10810,Scoresby,3,h,1000000.0,S,Ray,22.2,3.0,2.0,2.0,1088.0,,Knox,Eastern Metropolitan,2017,8,7,Summer
10811,Seabrook,3,h,640000.0,S,LJ,15.5,3.0,2.0,2.0,531.0,1990.0,Hobsons Bay,Western Metropolitan,2017,8,7,Summer
10812,Seaford,4,h,800000.0,VB,Harcourts,35.4,4.0,2.0,0.0,1151.0,1969.0,Frankston,South-Eastern Metropolitan,2017,8,7,Summer
10813,South Melbourne,3,h,1720000.0,S,Greg,1.9,3.0,2.0,2.0,81.0,1998.0,Port Phillip,Southern Metropolitan,2017,8,7,Summer
10814,South Morang,3,h,690000.0,S,Harcourts,20.5,3.0,2.0,2.0,545.0,2005.0,Whittlesea,Northern Metropolitan,2017,8,7,Summer
10815,South Morang,4,h,875000.0,S,Iconek,20.5,4.0,2.0,2.0,613.0,2004.0,Whittlesea,Northern Metropolitan,2017,8,7,Summer
10816,South Morang,3,t,420000.0,S,Harcourts,20.5,3.0,2.0,2.0,155.0,2011.0,Whittlesea,Northern Metropolitan,2017,8,7,Summer
10817,South Morang,4,h,677500.0,S,Harcourts,20.5,4.0,2.0,2.0,609.0,2005.0,Whittlesea,Northern Metropolitan,2017,8,7,Summer
10818,South Yarra,2,u,600000.0,PI,Noel,2.7,2.0,1.0,1.0,876.0,1972.0,Stonnington,Southern Metropolitan,2017,8,7,Summer
10819,South Yarra,2,u,762500.0,S,hockingstuart,2.7,2.0,1.0,1.0,17200.0,2003.0,Stonnington,Southern Metropolitan,2017,8,7,Summer
10820,South Yarra,4,h,1855500.0,S,Greg,2.7,4.0,2.0,1.0,176.0,1880.0,Melbourne,Southern Metropolitan,2017,8,7,Summer
10821,Spotswood,2,h,802000.0,S,McGrath,6.2,2.0,1.0,1.0,174.0,1900.0,Hobsons Bay,Western Metropolitan,2017,8,7,Summer
10822,Springvale,3,h,1016000.0,S,iSell,20.8,3.0,1.0,2.0,572.0,,Greater Dandenong,South-Eastern Metropolitan,2017,8,7,Summer
10823,St Albans,3,h,600000.0,VB,Westside,14.0,3.0,2.0,6.0,532.0,,Brimbank,Western Metropolitan,2017,8,7,Summer
10824,St Albans,4,h,631000.0,S,Barry,14.0,4.0,1.0,3.0,559.0,1970.0,Brimbank,Western Metropolitan,2017,8,7,Summer
10825,St Albans,3,h,711100.0,S,Ray,14.0,3.0,1.0,2.0,743.0,,Brimbank,Western Metropolitan,2017,8,7,Summer
10826,St Albans,3,h,582000.0,S,YPA,14.0,3.0,1.0,0.0,674.0,1960.0,Brimbank,Western Metropolitan,2017,8,7,Summer
10827,St Albans,3,h,730000.0,S,Ray,14.0,3.0,1.0,6.0,609.0,,Brimbank,Western Metropolitan,2017,8,7,Summer
10828,St Kilda,1,u,468000.0,SP,Buxton,5.0,1.0,1.0,1.0,0.0,2000.0,Port Phillip,Southern Metropolitan,2017,8,7,Summer
10829,St Kilda,1,u,470000.0,VB,Chisholm,5.0,1.0,1.0,1.0,548.0,2009.0,Port Phillip,Southern Metropolitan,2017,8,7,Summer
10830,Strathmore,4,h,1140000.0,VB,Nelson,8.2,4.0,2.0,2.0,0.0,2005.0,Moonee Valley,Western Metropolitan,2017,8,7,Summer
10831,Strathmore,3,u,750000.0,VB,Nelson,8.2,3.0,2.0,2.0,288.0,1970.0,Moonee Valley,Western Metropolitan,2017,8,7,Summer
10832,Sunbury,3,h,487000.0,S,Leeburn,31.7,3.0,1.0,1.0,582.0,,Hume,Western Metropolitan,2017,8,7,Summer
10833,Sunbury,4,h,410000.0,PI,Brad,31.7,4.0,2.0,2.0,587.0,1986.0,Hume,Western Metropolitan,2017,8,7,Summer
10834,Sunbury,4,h,512500.0,S,Raine,31.7,4.0,2.0,2.0,581.0,1960.0,Hume,Western Metropolitan,2017,8,7,Summer
10835,Sunshine,3,h,830500.0,S,Douglas,10.5,3.0,1.0,2.0,508.0,1950.0,Brimbank,Western Metropolitan,2017,8,7,Summer
10836,Sunshine North,2,u,429000.0,S,Douglas,10.5,2.0,1.0,1.0,150.0,,Brimbank,Western Metropolitan,2017,8,7,Summer
10837,Sunshine West,3,h,551000.0,S,Barry,10.5,3.0,1.0,2.0,613.0,1974.0,Brimbank,Western Metropolitan,2017,8,7,Summer
10838,Sunshine West,3,h,450000.0,S,Douglas,10.5,3.0,1.0,2.0,283.0,1970.0,Brimbank,Western Metropolitan,2017,8,7,Summer
10839,Surrey Hills,2,t,781000.0,S,Purplebricks,10.2,2.0,1.0,2.0,140.0,,Whitehorse,Southern Metropolitan,2017,8,7,Summer
10840,Tarneit,4,h,586000.0,S,RW,18.4,4.0,2.0,2.0,462.0,2012.0,Wyndham,Western Metropolitan,2017,8,7,Summer
10841,Tarneit,4,h,496000.0,S,Greg,18.4,4.0,2.0,2.0,448.0,2008.0,Wyndham,Western Metropolitan,2017,8,7,Summer
10842,Templestowe,3,h,1280000.0,S,Barry,15.5,3.0,2.0,2.0,926.0,,Manningham,Eastern Metropolitan,2017,8,7,Summer
10843,Templestowe,4,h,1635000.0,S,Barry,15.5,4.0,3.0,2.0,896.0,1985.0,Manningham,Eastern Metropolitan,2017,8,7,Summer
10844,Templestowe,3,t,795000.0,VB,Purplebricks,15.5,3.0,2.0,2.0,217.0,,Manningham,Eastern Metropolitan,2017,8,7,Summer
10845,Templestowe Lower,3,h,1138000.0,S,Barry,12.4,3.0,2.0,2.0,706.0,1970.0,Manningham,Eastern Metropolitan,2017,8,7,Summer
10846,The Basin,3,h,477000.0,S,Ray,27.0,3.0,1.0,1.0,518.0,1960.0,Knox,Eastern Metropolitan,2017,8,7,Summer
10847,Thomastown,3,h,605000.0,S,Ray,15.3,3.0,1.0,2.0,533.0,1975.0,Whittlesea,Northern Metropolitan,2017,8,7,Summer
10848,Thomastown,3,h,610000.0,S,Harcourts,15.3,3.0,1.0,2.0,544.0,1970.0,Whittlesea,Northern Metropolitan,2017,8,7,Summer
10849,Thomastown,3,h,580000.0,S,Harcourts,15.3,3.0,1.0,2.0,538.0,1975.0,Whittlesea,Northern Metropolitan,2017,8,7,Summer
10850,Thornbury,1,u,415000.0,S,Harcourts,7.0,1.0,1.0,1.0,0.0,1970.0,Darebin,Northern Metropolitan,2017,8,7,Summer
10851,Thornbury,2,h,905000.0,S,Nelson,7.0,2.0,1.0,0.0,225.0,1960.0,Darebin,Northern Metropolitan,2017,8,7,Summer
10852,Toorak,2,u,725000.0,S,Marshall,4.1,2.0,1.0,1.0,0.0,,Stonnington,Southern Metropolitan,2017,8,7,Summer
10853,Toorak,1,u,577000.0,S,hockingstuart,4.1,1.0,1.0,1.0,0.0,1970.0,Stonnington,Southern Metropolitan,2017,8,7,Summer
10854,Truganina,3,h,451000.0,S,TRUE,18.4,3.0,2.0,2.0,347.0,2010.0,Wyndham,Western Metropolitan,2017,8,7,Summer
10855,Truganina,3,u,453350.0,S,Barry,18.4,3.0,2.0,1.0,315.0,,Wyndham,Western Metropolitan,2017,8,7,Summer
10856,Tullamarine,4,h,895000.0,S,Jason,12.9,4.0,2.0,2.0,700.0,1999.0,Hume,Western Metropolitan,2017,8,7,Summer
10857,Tullamarine,4,h,586000.0,SP,Stockdale,12.9,4.0,1.0,3.0,0.0,1975.0,Hume,Western Metropolitan,2017,8,7,Summer
10858,Wantirna South,3,u,570000.0,S,Ray,14.7,3.0,1.0,1.0,190.0,2000.0,Knox,Eastern Metropolitan,2017,8,7,Summer
10859,Wantirna South,3,h,778000.0,S,Prof.,14.7,3.0,2.0,2.0,306.0,2012.0,Knox,Eastern Metropolitan,2017,8,7,Summer
10860,Wantirna South,4,h,1055000.0,S,Ray,14.7,4.0,2.0,2.0,652.0,1997.0,Knox,Eastern Metropolitan,2017,8,7,Summer
10861,Watsonia North,3,h,790000.0,S,Barry,14.5,3.0,1.0,2.0,527.0,,Banyule,Northern Metropolitan,2017,8,7,Summer
10862,Werribee,4,h,514000.0,S,Sweeney,14.7,4.0,2.0,2.0,639.0,2000.0,Wyndham,Western Metropolitan,2017,8,7,Summer
10863,Werribee,3,h,529000.0,S,YPA,14.7,3.0,2.0,2.0,847.0,1980.0,Wyndham,Western Metropolitan,2017,8,7,Summer
10864,Werribee,3,h,484000.0,S,hockingstuart,14.7,3.0,1.0,0.0,531.0,1960.0,Wyndham,Western Metropolitan,2017,8,7,Summer
10865,West Melbourne,2,u,670000.0,S,MICM,3.1,2.0,1.0,1.0,17.0,1996.0,Melbourne,Northern Metropolitan,2017,8,7,Summer
10866,West Melbourne,2,u,510000.0,S,McGrath,3.1,2.0,1.0,1.0,75.0,2007.0,Melbourne,Northern Metropolitan,2017,8,7,Summer
10867,Westmeadows,3,h,410000.0,VB,Barry,16.5,3.0,1.0,2.0,542.0,1970.0,Hume,Northern Metropolitan,2017,8,7,Summer
10868,Westmeadows,4,h,675000.0,S,Barry,16.5,4.0,2.0,4.0,744.0,,Hume,Northern Metropolitan,2017,8,7,Summer
10869,Williamstown,3,h,1200000.0,PI,Greg,6.8,3.0,2.0,0.0,159.0,,Hobsons Bay,Western Metropolitan,2017,8,7,Summer
10870,Williamstown,2,u,650000.0,SP,Raine,6.8,2.0,1.0,1.0,0.0,,Hobsons Bay,Western Metropolitan,2017,8,7,Summer
10871,Windsor,1,u,410000.0,S,Buxton,4.6,1.0,1.0,1.0,0.0,1960.0,Stonnington,Southern Metropolitan,2017,8,7,Summer
10872,Wyndham Vale,4,h,478000.0,S,hockingstuart,27.2,4.0,2.0,2.0,400.0,2008.0,Wyndham,Western Metropolitan,2017,8,7,Summer
10873,Yallambie,4,h,743500.0,S,Buckingham,12.7,4.0,2.0,4.0,600.0,,Banyule,Northern Metropolitan,2017,8,7,Summer
10874,Yarraville,3,h,1285000.0,SP,Village,6.3,3.0,1.0,1.0,284.0,1900.0,Maribyrnong,Western Metropolitan,2017,8,7,Summer
10875,Yarraville,2,u,440000.0,S,hockingstuart,6.3,2.0,1.0,1.0,100.0,,Maribyrnong,Western Metropolitan,2017,8,7,Summer
10876,Abbotsford,3,h,1635000.0,S,Nelson,3.0,3.0,1.0,0.0,142.0,1880.0,Yarra,Northern Metropolitan,2017,12,8,Winter
10877,Abbotsford,2,h,940000.0,S,Biggin,3.0,2.0,1.0,0.0,424.0,,Yarra,Northern Metropolitan,2017,12,8,Winter
10878,Abbotsford,3,h,1375000.0,S,hockingstuart,3.0,3.0,1.0,0.0,299.0,,Yarra,Northern Metropolitan,2017,12,8,Winter
10879,Abbotsford,4,t,1525000.0,S,Jellis,3.0,4.0,2.0,2.0,102.0,,Yarra,Northern Metropolitan,2017,12,8,Winter
